4,23651,
3,95258,
3,82801,
1,70212,
1,46292,
3,5938,
3,47859,
1,40157,
3,2332,
1,90745,
2,31597,
1,34377,
2,47721,
3,18297,
1,48518,
3,65386,
2,41744,
2,2556,
3,05491,
2,55172,
3,51797,
3,58676,
1,97296,
4,37218,
1,80306,
3,73057,
4,62128,
3,48466,
3,57646,
1,94707,
3,26976,
2,63417,
1,63228,
2,55006,
3,14394,
2,09355,
1,2099,
0,92505,
3,48321,
2,54662,
1,53264,
3,20605,
2,16304,
1,3301,
4,62025,
3,27467,
2,14087,
1,31476,
3,24705,
1,31471,
3,71435,
2,73801,
4,1926,
3,71033,
1,16987,
1,0083,
1,30119,
2,89317,
2,58267,
4,5678,
3,51487,
2,57513,
2,35787,
1,77177,
3,50562,
2,15246,
1,97117,
2,39643,
4,33825,
1,85093,
2,47479,
1,46922,
3,58919,
2,25601,
2,25455,
1,45316,
1,00252,
2,71286,
4,60038,
3,95866,
4,20774,
3,76623,
3,98708,
4,02895,
2,28527,
2,2921,
2,96744,
2,95451,
2,44754,
2,90925,
3,41035,
1,75863,
2,04762,
1,17033,
1,63617,
2,63587,
2,6172,
1,799,
2,91141,
4,46342,
3,36335,
3,84151,
1,81329,
1,33861,
0,87283,
3,51675,
2,90605,
1,74241,
2,05884,
3,67838,
3,19369,
3,24621,
2,09019,
4,36301,
1,91086,
2,62825,
3,70763,
2,98278,
4,34051,
3,35432,
2,24741,
1,83953,
3,08618,
3,78592,
2,20275,
2,80402,
2,4332,
2,045,
3,39025,
1,76679,
4,12418,
1,31714,
2,29854,
1,57346,
4,37706,
1,50402,
1,43534,
3,53674,
2,35927,
1,51445,
1,40034,
2,15575,
4,20188,
3,05754,
4,11,
4,0251,
2,33065,
4,25075,
2,9779,
1,92708,
1,80973,
2,58588,
3,84658,
3,27525,
2,19465,
2,91519,
3,49643,
3,64083,
1,88022,
3,7292,
0,91202,
2,8264,
1,27898,
2,32722,
1,99549,
2,85266,
1,68488,
3,36796,
1,64623,
3,9331,
3,32711,
3,11936,
3,86328,
2,0394,
4,3182,
2,78225,
1,84762,
2,98613,
2,96581,
3,2436,
3,44409,
3,07687,
1,88031,
4,21751,
1,88447,
1,83358,
1,83203,
2,81446,
1,11685,
3,42532,
0,9476,
2,82596,
4,21066,
3,51275,
3,19664,
2,06293,
2,27929,
1,91821,
1,62102,
3,22175,
0,93213,
3,1815,
4,31366,
2,92461,
2,43146,
0,92489,
1,71714,
2,00622,
3,99908,
3,3995,
3,8152,
3,03314,
1,42548,
3,60846,
2,60572,
2,51482,
3,80786,
2,31183,
3,17179,
1,84369,
1,69625,
1,82562,
1,74474,
3,0274,
3,85889,
1,50397,
3,26621,
2,75869,
1,24608,
1,37515,
3,4739,
1,77065,
1,87838,
2,20376,
1,81769,
3,49403,
1,75293,
1,59831,
3,52484,
1,36623,
1,81658,
2,70945,
2,47379,
1,86861,
2,91476,
3,0438,
4,46513,
3,33594,
2,73543,
1,11827,
0,89359,
2,42184,
2,17024,
2,32212,
2,37669,
